1.078744202497502469e+00 1.955071719463298718e+00
1.073175138769711934e+00 1.958820888241981528e+00
1.068629496654634137e+00 1.960621610837578466e+00
1.082067708231010617e+00 1.969373891104279295e+00
1.076164314244837161e+00 1.973863738125639200e+00
1.082295405265483401e+00 1.981878318626337343e+00
1.072840094853569459e+00 1.965428060817017597e+00
1.072995904282368906e+00 1.971344739523179346e+00
1.074514331171799286e+00 1.977545871090523599e+00
1.082223521263402155e+00 1.971332399959107473e+00
1.070688984605379757e+00 1.966381689832159552e+00
1.071539960013098369e+00 1.970936995857079266e+00
1.062743634888483113e+00 1.969539257755085204e+00
1.065552745168300897e+00 1.971799169245996852e+00
1.057429757830214978e+00 1.968094328864626874e+00
1.056544580834877678e+00 1.983838215109885228e+00
1.054824165537583847e+00 1.980225403537444029e+00
1.063831915939825068e+00 1.991148359539004042e+00
1.077265658356963085e+00 1.984184020558551476e+00
1.082597317461091890e+00 1.986837645894433457e+00
1.087754476088079736e+00 1.977487730028149926e+00
1.098448702492188067e+00 1.976663539586239526e+00
1.096651825453340390e+00 1.978405511624982349e+00
1.080757016660806036e+00 1.990332481954146582e+00
1.065169031786626919e+00 1.977572225572802767e+00
1.052252615770696398e+00 1.977937495367076082e+00
1.057862407818553896e+00 1.956099582539441606e+00
1.053121074808524682e+00 1.957118548263256042e+00
1.049835437092750512e+00 1.951195546529480129e+00
1.049250799634159570e+00 1.946967500209322299e+00
1.051193638451418666e+00 1.942114478391768317e+00
1.048412922761845500e+00 1.948860470516052601e+00
1.038469478314758998e+00 1.951526594732168940e+00
1.026539938471482616e+00 1.948366027640779263e+00
1.040158557279641904e+00 1.938264830284717632e+00
1.033014171297385486e+00 1.931075878076511376e+00
1.035773597296339998e+00 1.933379084671879911e+00
1.038467116245664679e+00 1.924367645886819078e+00
1.034445827309157684e+00 1.915679985666322693e+00
1.038418434575346438e+00 1.928971292556381556e+00
1.041871508472939967e+00 1.924544565503842231e+00
1.054367193835395566e+00 1.926190515616305277e+00
1.044042733223450092e+00 1.932075186407080647e+00
1.051539313481033355e+00 1.913201064442773269e+00
1.054246747826160346e+00 1.910431287134602529e+00
1.048631310896265489e+00 1.904247741125436821e+00
1.058019470333294354e+00 1.893234960465642436e+00
1.052148183164904216e+00 1.892556519560604888e+00
1.054595013292147998e+00 1.893892538803549241e+00
1.044518210280623194e+00 1.904852270576473661e+00
1.048475666487299840e+00 1.911617632524165833e+00
1.042869329475902607e+00 1.914289837628476487e+00
1.046189386667783383e+00 1.914526903626291521e+00
1.057974751317591222e+00 1.912604182849131362e+00
1.062975006602064898e+00 1.913834729443661731e+00
1.062025005281119761e+00 1.917621766782349635e+00
1.072836661140021963e+00 1.916608092998488111e+00
1.055520710896358905e+00 1.918268029674939479e+00
1.049216474858464698e+00 1.923863843413149644e+00
1.044971202741526772e+00 1.930785736999929503e+00
1.050705346248567373e+00 1.929024227535329761e+00
1.049143512771825160e+00 1.931079582965422592e+00
1.047576966489044192e+00 1.945094690858021114e+00
1.050622964257833969e+00 1.954804577813563427e+00
