Time [s],Frequency [Hz*4],servo_1 [%],servo_2 [%],servo_3 [%],servo_4 [%],servo_5 [%],power [%],governor_output [%]
0,200.07,59.45,59.45,59.44,59.45,59.45,83.41,0.92
0.02,200.07,59.45,59.45,59.43,59.45,59.45,83.41,0.92
0.04,200.07,59.45,59.45,59.44,59.44,59.46,83.47,0.92
0.06,200.07,59.44,59.45,59.44,59.44,59.45,83.41,0.92
0.08,200.07,59.44,59.45,59.44,59.43,59.45,83.41,0.92
0.1,200.07,59.44,59.45,59.44,59.43,59.45,83.41,0.92
0.12,200.07,59.45,59.45,59.43,59.43,59.46,83.41,0.92
0.14,200.07,59.44,59.45,59.43,59.43,59.45,83.41,0.92
0.16,200.07,59.43,59.45,59.43,59.43,59.44,83.36,0.92
0.18,200.07,59.43,59.45,59.42,59.42,59.44,83.36,0.92
0.2,200.07,59.44,59.45,59.43,59.42,59.45,83.3,0.92
0.22,200.07,59.44,59.44,59.43,59.43,59.45,83.3,0.92
0.24,200.07,59.44,59.44,59.44,59.43,59.45,83.3,0.92
0.26,200.07,59.43,59.44,59.44,59.42,59.45,83.3,0.92
0.28,200.07,59.42,59.45,59.44,59.42,59.45,83.24,0.92
0.3,200.08,59.43,59.44,59.43,59.43,59.45,83.24,0.9
0.32,200.08,59.43,59.44,59.43,59.44,59.45,83.19,0.89
0.34,200.08,59.43,59.44,59.43,59.43,59.44,83.19,0.89
0.36,200.08,59.43,59.44,59.44,59.43,59.43,83.13,0.89
0.38,200.08,59.44,59.44,59.44,59.43,59.44,83.13,0.89
0.4,200.08,59.43,59.44,59.44,59.44,59.44,83.13,0.89
0.42,200.08,59.43,59.45,59.45,59.43,59.44,83.08,0.89
0.44,200.08,59.43,59.44,59.44,59.43,59.44,83.08,0.89
0.46,200.08,59.44,59.43,59.44,59.43,59.43,83.08,0.89
0.48,200.08,59.44,59.42,59.43,59.42,59.43,83.08,0.89
0.5,200.09,59.44,59.42,59.42,59.42,59.43,83.02,0.88
0.52,200.09,59.43,59.41,59.42,59.42,59.43,83.08,0.88
0.54,200.1,59.42,59.41,59.41,59.41,59.42,83.08,0.87
0.56,200.1,59.41,59.41,59.41,59.4,59.42,83.13,0.87
0.58,200.1,59.41,59.42,59.4,59.39,59.43,83.08,0.87
0.6,200.1,59.4,59.41,59.4,59.4,59.42,83.19,0.87
0.62,200.1,59.39,59.41,59.4,59.4,59.42,83.19,0.86
0.64,200.1,59.38,59.41,59.4,59.41,59.42,83.24,0.86
0.66,200.1,59.38,59.41,59.4,59.4,59.41,83.24,0.86
0.68,200.1,59.38,59.41,59.39,59.4,59.4,83.3,0.86
0.7,200.1,59.39,59.41,59.38,59.41,59.4,83.3,0.86
0.72,200.1,59.39,59.4,59.38,59.4,59.39,83.36,0.86
0.74,200.1,59.39,59.41,59.38,59.4,59.39,83.41,0.86
0.76,200.1,59.39,59.41,59.38,59.4,59.38,83.41,0.86
0.78,200.1,59.39,59.41,59.38,59.4,59.38,83.47,0.86
0.8,200.1,59.39,59.4,59.37,59.41,59.38,83.52,0.86
0.82,200.1,59.39,59.4,59.37,59.4,59.38,83.52,0.86
0.84,200.1,59.39,59.4,59.38,59.4,59.38,83.52,0.86
0.86,200.1,59.4,59.39,59.38,59.39,59.37,83.52,0.86
0.88,200.09,59.4,59.39,59.38,59.39,59.37,83.58,0.87
0.9,200.09,59.39,59.39,59.38,59.38,59.37,83.52,0.86
0.92,200.09,59.39,59.39,59.38,59.38,59.37,83.52,0.86
0.94,200.09,59.4,59.39,59.38,59.38,59.37,83.52,0.86
0.96,200.09,59.39,59.39,59.37,59.37,59.37,83.58,0.86
0.98,200.09,59.39,59.38,59.38,59.38,59.37,83.47,0.86
1,200.09,59.39,59.38,59.38,59.38,59.36,83.52,0.86
1.02,200.09,59.39,59.37,59.38,59.38,59.36,83.47,0.86
1.04,200.09,59.38,59.37,59.38,59.38,59.36,83.41,0.86
1.06,200.09,59.38,59.37,59.38,59.38,59.36,83.41,0.86
1.08,200.09,59.38,59.37,59.38,59.38,59.36,83.36,0.86
1.1,200.09,59.39,59.37,59.37,59.38,59.37,83.36,0.86
1.12,200.09,59.39,59.37,59.38,59.38,59.36,83.24,0.86
1.14,200.09,59.38,59.37,59.38,59.38,59.36,83.24,0.86
1.16,200.09,59.39,59.37,59.38,59.38,59.36,83.19,0.86
1.18,200.1,59.38,59.36,59.38,59.37,59.35,83.19,0.85
1.2,200.1,59.39,59.37,59.38,59.37,59.36,83.13,0.84
1.22,200.1,59.39,59.37,59.38,59.37,59.37,83.08,0.84
1.24,200.1,59.38,59.37,59.38,59.38,59.37,83.08,0.84
1.26,200.1,59.38,59.37,59.37,59.38,59.37,83.08,0.84
1.28,200.1,59.37,59.36,59.37,59.38,59.36,83.02,0.84
1.3,200.1,59.37,59.36,59.36,59.38,59.36,83.08,0.84
1.32,200.1,59.37,59.35,59.36,59.37,59.37,83.08,0.84
1.34,200.1,59.37,59.36,59.36,59.37,59.37,83.08,0.84
1.36,200.11,59.37,59.36,59.36,59.36,59.37,83.13,0.83
1.38,200.11,59.36,59.37,59.36,59.36,59.36,83.13,0.83
1.4,200.11,59.36,59.36,59.37,59.36,59.37,83.13,0.83
1.42,200.12,59.36,59.36,59.36,59.35,59.36,83.19,0.81
1.44,200.11,59.35,59.36,59.37,59.35,59.35,83.24,0.83
1.46,200.11,59.35,59.36,59.36,59.33,59.36,83.24,0.82
1.48,200.12,59.35,59.36,59.35,59.32,59.36,83.3,0.8
1.5,200.12,59.35,59.36,59.35,59.33,59.35,83.36,0.8
1.52,200.11,59.34,59.37,59.34,59.33,59.35,83.36,0.82
1.54,200.11,59.33,59.36,59.33,59.33,59.34,83.41,0.82
1.56,200.11,59.32,59.35,59.32,59.32,59.33,83.41,0.82
1.58,200.11,59.32,59.34,59.32,59.32,59.32,83.47,0.82
1.6,200.11,59.31,59.33,59.31,59.33,59.32,83.47,0.82
1.62,200.11,59.31,59.32,59.3,59.32,59.31,83.47,0.82
1.64,200.11,59.31,59.31,59.31,59.33,59.31,83.47,0.82
1.66,200.11,59.31,59.32,59.31,59.34,59.31,83.41,0.82
1.68,200.11,59.32,59.31,59.31,59.33,59.31,83.47,0.82
1.7,200.1,59.31,59.3,59.31,59.33,59.31,83.47,0.83
1.72,200.1,59.31,59.31,59.3,59.32,59.31,83.47,0.83
1.74,200.1,59.3,59.3,59.3,59.32,59.3,83.41,0.82
1.76,200.1,59.3,59.3,59.31,59.33,59.31,83.41,0.82
1.78,200.1,59.29,59.3,59.31,59.33,59.31,83.41,0.82
1.8,200.1,59.3,59.3,59.3,59.34,59.3,83.41,0.82
1.82,200.1,59.31,59.3,59.3,59.33,59.3,83.3,0.82
1.84,200.1,59.31,59.3,59.3,59.33,59.3,83.36,0.82
1.86,200.1,59.3,59.3,59.31,59.33,59.3,83.3,0.82
1.88,200.1,59.3,59.3,59.31,59.33,59.29,83.3,0.82
1.9,200.1,59.3,59.3,59.31,59.33,59.3,83.24,0.82
1.92,200.1,59.3,59.3,59.31,59.33,59.31,83.24,0.82
1.94,200.1,59.3,59.29,59.31,59.33,59.31,83.24,0.82
1.96,200.1,59.3,59.28,59.31,59.33,59.3,83.24,0.82
1.98,200.1,59.29,59.29,59.31,59.33,59.31,83.19,0.82
2,200.1,59.3,59.28,59.31,59.33,59.31,83.19,0.82
2.02,200.1,59.31,59.28,59.31,59.33,59.3,83.19,0.82
2.04,200.11,59.31,59.28,59.3,59.32,59.3,83.19,0.8
2.06,200.11,59.3,59.29,59.3,59.33,59.3,83.13,0.8
2.08,200.11,59.3,59.29,59.3,59.33,59.3,83.13,0.8
2.1,200.11,59.3,59.3,59.3,59.32,59.29,83.13,0.8
2.12,200.12,59.3,59.29,59.3,59.33,59.29,83.19,0.78
2.14,200.12,59.3,59.29,59.31,59.32,59.29,83.19,0.78
2.16,200.12,59.3,59.3,59.31,59.32,59.3,83.19,0.78
2.18,200.12,59.3,59.29,59.31,59.32,59.3,83.19,0.78
2.2,200.12,59.3,59.29,59.3,59.33,59.31,83.19,0.78
2.22,200.12,59.3,59.28,59.3,59.33,59.31,83.13,0.78
2.24,200.12,59.29,59.29,59.31,59.31,59.3,83.19,0.78
2.26,200.12,59.29,59.29,59.3,59.31,59.3,83.19,0.78
2.28,200.12,59.3,59.29,59.31,59.3,59.31,83.24,0.78
2.3,200.12,59.29,59.28,59.3,59.29,59.3,83.24,0.78
2.32,200.12,59.3,59.29,59.3,59.28,59.29,83.24,0.77
2.34,200.12,59.29,59.29,59.3,59.29,59.3,83.24,0.77
2.36,200.12,59.3,59.3,59.3,59.28,59.3,83.24,0.77
2.38,200.12,59.31,59.3,59.3,59.28,59.3,83.24,0.77
2.4,200.12,59.3,59.29,59.31,59.28,59.3,83.24,0.77
2.42,200.12,59.3,59.29,59.31,59.28,59.3,83.3,0.77
2.44,200.12,59.3,59.3,59.3,59.28,59.29,83.19,0.77
2.46,200.12,59.3,59.29,59.3,59.28,59.29,83.24,0.77
2.48,200.12,59.3,59.3,59.3,59.28,59.29,83.24,0.77
2.501,200.12,59.29,59.3,59.3,59.28,59.29,83.3,0.77
2.52,200.12,59.28,59.29,59.29,59.29,59.3,83.3,0.77
2.541,200.12,59.29,59.28,59.29,59.29,59.3,83.24,0.77
2.56,200.12,59.28,59.29,59.28,59.29,59.3,83.3,0.77
2.581,200.12,59.27,59.29,59.27,59.29,59.29,83.3,0.76
2.601,200.12,59.28,59.29,59.27,59.29,59.29,83.24,0.76
2.621,200.12,59.28,59.29,59.27,59.28,59.29,83.24,0.76
2.641,200.12,59.28,59.28,59.27,59.28,59.29,83.24,0.76
2.661,200.12,59.28,59.28,59.26,59.27,59.29,83.3,0.76
2.681,200.12,59.28,59.29,59.27,59.27,59.29,83.24,0.76
2.701,200.12,59.28,59.29,59.27,59.27,59.29,83.3,0.76
2.721,200.12,59.28,59.29,59.27,59.27,59.29,83.24,0.76
2.741,200.12,59.28,59.29,59.28,59.27,59.28,83.24,0.76
2.761,200.12,59.28,59.29,59.27,59.27,59.29,83.24,0.76
2.781,200.12,59.27,59.28,59.28,59.27,59.29,83.24,0.76
2.801,200.12,59.28,59.29,59.28,59.27,59.28,83.24,0.76
2.821,200.12,59.28,59.29,59.28,59.27,59.28,83.24,0.76
2.841,200.12,59.28,59.29,59.27,59.28,59.28,83.24,0.75
2.861,200.12,59.28,59.29,59.26,59.29,59.27,83.24,0.75
2.881,200.12,59.27,59.29,59.25,59.28,59.27,83.24,0.75
2.901,200.12,59.27,59.28,59.26,59.29,59.27,83.24,0.75
2.921,200.12,59.28,59.28,59.26,59.28,59.27,83.24,0.75
2.941,200.12,59.27,59.28,59.27,59.28,59.27,83.3,0.75
2.961,200.12,59.27,59.27,59.27,59.28,59.27,83.24,0.75
2.981,200.12,59.27,59.27,59.28,59.29,59.27,83.3,0.75
3.001,200.12,59.27,59.27,59.27,59.28,59.27,83.3,0.75
3.021,200.12,59.26,59.27,59.27,59.27,59.27,83.3,0.75
3.041,200.12,59.27,59.27,59.27,59.26,59.27,83.36,0.75
3.061,200.12,59.27,59.26,59.28,59.26,59.27,83.3,0.75
3.081,200.12,59.28,59.26,59.27,59.26,59.27,83.3,0.75
3.101,200.12,59.27,59.26,59.27,59.25,59.27,83.3,0.75
3.121,200.12,59.26,59.26,59.26,59.25,59.28,83.24,0.74
3.141,200.12,59.26,59.26,59.26,59.25,59.27,83.3,0.74
3.161,200.12,59.27,59.26,59.26,59.26,59.27,83.3,0.74
3.181,200.12,59.27,59.25,59.27,59.25,59.27,83.3,0.74
3.201,200.12,59.26,59.25,59.26,59.26,59.26,83.24,0.74
3.221,200.12,59.26,59.24,59.26,59.26,59.25,83.24,0.74
3.241,200.12,59.25,59.24,59.25,59.26,59.24,83.24,0.74
3.261,200.12,59.25,59.24,59.26,59.25,59.24,83.24,0.74
