frequency_rad,magnitude
0.0,4.119812151253266e-15
0.0031415612379774136,0.0603433673348236
0.006283122475954827,0.19090513576291696
0.009424683713932241,0.16271993709998878
0.012566244951909654,0.24067888761026948
0.01570780618988707,0.10750820805111562
0.018849367427864482,0.024917019510412083
0.021990928665841895,0.075653682404909
0.02513248990381931,0.05660793183335446
0.02827405114179672,0.023203675564787425
0.03141561237977414,0.03775846972448456
0.03455717361775155,0.011518789208992901
0.037698734855728964,0.00691042022878471
0.040840296093706374,0.02470717780336234
0.04398185733168379,0.017655882958638822
0.04712341856966121,0.009175786642368369
0.05026497980763862,0.02072051085994378
0.053406541045616034,0.030755623915252498
0.05654810228359344,0.009060008470894422
0.05968966352157086,0.008666361378597236
0.06283122475954828,0.03065704821633324
0.06597278599752568,0.016561504205564466
0.0691143472355031,0.009103074424527128
0.07225590847348051,0.0050226190838237915
0.07539746971145793,0.03085772853704714
0.07853903094943535,0.019159894717283795
0.08168059218741275,0.01268627427295277
0.08482215342539016,0.024802902288431426
0.08796371466336758,0.021389784745834275
0.091105275901345,0.023383600995296815
0.09424683713932241,0.013161226931286995
0.09738839837729982,0.015484994976243548
0.10052995961527723,0.009145981279090713
0.10367152085325464,0.008068776950289756
0.10681308209123207,0.0084519695797245
0.10995464332920948,0.011970521243764182
0.11309620456718689,0.00832706058427816
0.11623776580516429,0.014995168632767704
0.11937932704314172,0.02543634285914304
0.12252088828111914,0.01280358032119673
0.12566244951909655,0.00881614976740938
0.12880401075707396,0.008168709234279972
0.13194557199505136,0.011218623283491406
0.1350871332330288,0.0031590899298527615
0.1382286944710062,0.012522323354392862
0.1413702557089836,0.006225369751323188
0.14451181694696102,0.009580711986009158
0.14765337818493846,0.009422513363384375
0.15079493942291586,0.008188771489012875
0.15393650066089326,0.004520814655059048
0.1570780618988707,0.005963981578498035
0.1602196231368481,0.011002567489905555
0.1633611843748255,0.014546304177959504
0.1665027456128029,0.009857097315977165
0.16964430685078033,0.004716207920558083
0.17278586808875776,0.01103274600269376
0.17592742932673516,0.005988189208538588
0.17906899056471257,0.010585891105587277
0.18221055180269,0.0035762513465325157
0.18535211304066743,0.008294474636000675
0.18849367427864483,0.0009805383775964135
0.19163523551662223,0.0032364065759812296
0.19477679675459963,0.007379988066466683
0.19791835799257707,0.0024642186100315194
0.20105991923055447,0.009088506796673463
0.20420148046853187,0.010854264162224764
0.20734304170650927,0.009146173580370742
0.21048460294448673,0.010449851635900145
0.21362616418246413,0.006640487851885156
0.21676772542044154,0.013700774809968922
0.21990928665841897,0.009260204400834159
0.22305084789639637,0.003963515043150753
0.22619240913437377,0.004539225229565708
0.22933397037235118,0.005319367596015809
0.23247553161032858,0.002938869661961887
0.23561709284830604,0.005491174124047576
0.23875865408628344,0.005655956887742772
0.24190021532426084,0.0054205315381778
0.24504177656223827,0.009892833165262866
0.24818333780021568,0.007530173797511381
0.2513248990381931,0.002814665765059242
0.2544664602761705,0.006725042113769175
0.2576080215141479,0.00955030873291625
0.26074958275212534,0.0038912815670508376
0.2638911439901027,0.001307645810618935
0.26703270522808015,0.003959156319212066
0.2701742664660576,0.010075182321065957
0.273315827704035,0.005890279387547612
0.2764573889420124,0.0031091362323237494
0.2795989501799898,0.00855237060207198
0.2827405114179672,0.00402977969074987
0.2858820726559447,0.0074351461575484085
0.28902363389392205,0.003795102757977445
0.2921651951318995,0.005171810718402231
0.2953067563698769,0.004212266317794367
0.2984483176078543,0.006596556450461325
0.3015898788458317,0.005842160773144261
0.3047314400838091,0.003383717766916984
0.3078730013217865,0.004385784103801826
0.31101456255976395,0.001999547421574516
0.3141561237977414,0.0038436918551384893
0.31729768503571876,0.008452904192421926
0.3204392462736962,0.009299433891209264
0.3235808075116736,0.0005903642949963839
0.326722368749651,0.0033322891043337057
0.3298639299876284,0.0036459309460356707
0.3330054912256058,0.006339939833225166
0.3361470524635833,0.0060889322399554765
0.33928861370156066,0.0009551880592285503
0.3424301749395381,0.0057223729818140475
0.3455717361775155,0.0029068305750761564
0.3487132974154929,0.005132341859916567
0.3518548586534703,0.003941272558746679
0.3549964198914477,0.004077699309631101
0.35813798112942513,0.003636449298513453
0.36127954236740256,0.004853099122146198
0.36442110360538,0.005543259605496861
0.36756266484335737,0.008500389345346195
0.37070422608133485,0.0032550184054503883
0.37384578731931223,0.007210848310625809
0.37698734855728966,0.006423568468628613
0.38012890979526703,0.006875911383760506
0.38327047103324446,0.004286173207655579
0.3864120322712219,0.0026920377740875475
0.38955359350919927,0.00672154184483425
0.3926951547471767,0.002975273109104889
0.39583671598515413,0.0018273912225291273
0.3989782772231315,0.0039956477435207916
0.40211983846110894,0.004518008066740366
0.40526139969908637,0.00224653899955683
0.40840296093706374,0.00220764992213418
0.41154452217504117,0.004761905614346121
0.41468608341301855,0.004060277932363613
0.417827644650996,0.0044046295011582895
0.42096920588897346,0.0027963953887324366
0.4241107671269508,0.0032449279457627883
0.42725232836492827,0.0026002686167275993
0.4303938896029057,0.0031354187581096454
0.4335354508408831,0.004721522121229635
0.4366770120788605,0.004640627757050193
0.43981857331683794,0.008042525662983385
0.4429601345548153,0.00705729109994677
0.44610169579279274,0.0015184059382567757
0.4492432570307701,0.002942795604207122
0.45238481826874755,0.0029067855303902723
0.45552637950672503,0.0028689249001244478
0.45866794074470235,0.0017920573666179377
0.46180950198267984,0.000758116566172703
0.46495106322065716,0.001864824139917811
0.46809262445863464,0.003399683339288013
0.4712341856966121,0.00264069716835757
0.47437574693458945,0.0016181706976797147
0.4775173081725669,0.0018731235845443595
0.4806588694105443,0.0026752905009697786
0.4838004306485217,0.005696288449857031
0.4869419918864991,0.005578608847068457
0.49008355312447655,0.00145199011926162
0.4932251143624539,0.006111550476692106
0.49636667560043135,0.0022318725582074683
0.4995082368384087,0.005374707715880556
0.5026497980763862,0.0026096414342637883
0.5057913593143636,0.004618077932802495
0.508932920552341,0.0034535317572758992
0.5120744817903184,0.0022670724924511664
0.5152160430282958,0.004140696317658759
0.5183576042662732,0.0026899124948510287
0.5214991655042507,0.0036780260441497065
0.5246407267422281,0.0013833352241344797
0.5277822879802054,0.0032675012205356365
0.5309238492181829,0.0019165681496539548
0.5340654104561603,0.0008599499816939985
0.5372069716941378,0.0015532273785583755
0.5403485329321152,0.005105393517029098
0.5434900941700925,0.0028451133035095728
0.54663165540807,0.006186481776757383
0.5497732166460474,0.0020106070836552947
0.5529147778840248,0.006056691311313693
0.5560563391220023,0.006034673260731786
0.5591979003599796,0.0017409402981121203
0.562339461597957,0.0017928723164541626
0.5654810228359344,0.001093547592595569
0.5686225840739119,0.00622698118162903
0.5717641453118893,0.0017829897819284413
0.5749057065498666,0.002704471144826053
0.5780472677878441,0.0027824670196275776
0.5811888290258216,0.0031969794417032213
0.584330390263799,0.0018555119636195104
0.5874719515017763,0.004992936496393998
0.5906135127397538,0.0026337921204226057
0.5937550739777312,0.005165021019895245
0.5968966352157086,0.001243417824985504
0.600038196453686,0.0037111820885260597
0.6031797576916634,0.003427899087453622
0.6063213189296408,0.0022654318563376037
0.6094628801676182,0.002745116313028406
0.6126044414055957,0.003142398264473499
0.615746002643573,0.0007145148377057499
0.6188875638815504,0.005033637923788071
0.6220291251195279,0.003025358817134885
0.6251706863575053,0.004127276669026873
0.6283122475954828,0.0013956764644209993
0.6314538088334601,0.0033865377565173234
0.6345953700714375,0.003684772983351067
0.637736931309415,0.0007238178977989005
0.6408784925473924,0.002777631146322638
0.6440200537853698,0.002327670276562754
0.6471616150233472,0.0015253269214490653
0.6503031762613246,0.001545472912441387
0.653444737499302,0.003537216769689672
0.6565862987372795,0.004291696162206244
0.6597278599752568,0.0023555949485692404
0.6628694212132343,0.003438469366903341
0.6660109824512116,0.0024026951949178486
0.6691525436891891,0.0024675125844691908
0.6722941049271666,0.0022585854397697363
0.6754356661651439,0.0023706139371438037
0.6785772274031213,0.0026091846844705723
0.6817187886410988,0.003639666318729523
0.6848603498790762,0.0018952918003905576
0.6880019111170536,0.003003787270314935
0.691143472355031,0.0030812736733046037
0.6942850335930084,0.0021273893604980025
0.6974265948309858,0.00027197876520635887
0.7005681560689632,0.001266033729208144
0.7037097173069407,0.0030228153653322413
0.7068512785449181,0.0018179618525992
0.7099928397828954,0.0010579376361384027
0.7131344010208729,0.00263642354609915
0.7162759622588503,0.003290523516684246
0.7194175234968277,0.002287333291631838
0.7225590847348051,0.0009087322254706974
0.7257006459727825,0.004711144422361155
0.72884220721076,0.0011223789317689901
0.7319837684487374,0.0008364846819073806
0.7351253296867147,0.0031633227831330472
0.7382668909246922,0.000616265359416494
0.7414084521626697,0.0013133497029933312
0.744550013400647,0.0028391052068466
0.7476915746386245,0.002344524298612912
0.7508331358766018,0.0022100555759928917
0.7539746971145793,0.0019168845492148654
0.7571162583525567,0.0029242816605524764
0.7602578195905341,0.0023197797884956144
0.7633993808285116,0.0019905189733513723
0.7665409420664889,0.0010066531299599505
0.7696825033044663,0.0010231368808335496
0.7728240645424438,0.0016873745841219868
0.7759656257804212,0.0017074383021797122
0.7791071870183985,0.002262059197974684
0.782248748256376,0.0026206604612826613
0.7853903094943534,0.0024600679955610587
0.7885318707323308,0.0005456840123443964
0.7916734319703083,0.0030826597182303426
0.7948149932082856,0.00272726966099913
0.797956554446263,0.0030988932973962237
0.8010981156842405,0.0006781411343647044
0.8042396769222179,0.0020230213541808854
0.8073812381601952,0.00333469597275349
0.8105227993981727,0.00215407058041288
0.8136643606361501,0.002677514220568173
0.8168059218741275,0.00045750354613768195
0.8199474831121051,0.00016884221361287884
0.8230890443500823,0.002672127905027798
0.8262306055880597,0.0010606455224709515
0.8293721668260371,0.0013180698524492937
0.8325137280640147,0.002854046592978973
0.835655289301992,0.0011858162621834194
0.8387968505399693,0.0021836285057233134
0.8419384117779469,0.0010171140837757604
0.8450799730159243,0.0025192254879897145
0.8482215342539016,0.00104846496132208
0.8513630954918792,0.002887371348311746
0.8545046567298565,0.002006101285612955
0.8576462179678339,0.0035296524392647325
0.8607877792058114,0.003914353886813406
0.8639293404437888,0.0018332235979642611
0.8670709016817661,0.0032256187596987696
0.8702124629197436,0.002304211284376844
0.873354024157721,0.000520109136717362
0.8764955853956984,0.0016133191370054818
0.8796371466336759,0.0034380481862032
0.8827787078716532,0.0011599967805065146
0.8859202691096306,0.0017999536193231017
0.889061830347608,0.001435798352237943
0.8922033915855855,0.0019334975753786485
0.8953449528235629,0.002296343354688053
0.8984865140615402,0.004561823201497475
0.9016280752995177,0.0007077845476993433
0.9047696365374951,0.0007661404742466522
0.9079111977754725,0.0034246601117980504
0.9110527590134501,0.0015589296837711065
0.9141943202514273,0.002124390701467074
0.9173358814894047,0.0016186396354851776
0.9204774427273823,0.001851811554889605
0.9236190039653597,0.002485319894160054
0.9267605652033369,0.0010547660923865756
0.9299021264413143,0.00020978494138042413
0.9330436876792919,0.0006714927511721504
